gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
4,a,Sunny,CLE,2019-04-01,55,0,Jon Edwards,R,Home Run,home_run,0,0,B,SL,85.8,79.8,22.01,-29.71,1.78,1.54,1.25,2.7,4.48,-124.83,-3.52,69.3,165.88,-0.79,50,6.54,2.84,7.2,7.2,24,2579,120,0.44,5.35,
4,a,Sunny,CLE,2019-04-01,55,0,Jon Edwards,R,Home Run,home_run,1,0,E,FF,91.1,83.6,27.46,-13.55,-1.73,10.46,0.3,2.21,2.83,-132.43,-8.17,105.4,179.09,-0.55,50,6.32,-3.07,9.6,3.6,24,2455,188,0.41,6.35,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,0,0,B,CH,86.6,78.5,28.38,-24.95,12.96,4.6,-1.22,0.65,-9.84,-125.36,-7.11,163.65,221.26,1.09,50,5.59,20.36,34.8,8.4,24,2023,108,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,1,0,B,FF,93,84.1,32.05,-12.22,2.69,10.9,-0.65,3.84,-4.73,-135.1,-3.53,141.8,134.98,0.78,50,6.04,4.93,16.8,3.6,24,2327,168,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,2,0,S,FF,93,84.2,31.7,-11.37,2.22,11.4,-0.73,2.58,-5.32,-134.86,-6.63,144.65,169.05,0.99,50,5.89,4.06,12,2.4,24,2474,171,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,2,1,F,FF,92.7,84,31.57,-10.3,2.98,12.04,-1.04,2.39,-5.84,-134.53,-7.28,156.75,174.21,0.78,50,5.88,5.42,19.2,2.4,24,2360,168,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,2,2,B,CH,84.9,77.2,27.36,-28.22,10.48,2.61,-0.37,0.27,-6.89,-123.03,-7.1,130.99,231.58,1.12,50,5.63,15.86,26.4,8.4,24,1919,100,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,70,0,Roenis Elias,R,Pop Out,field_out,3,2,X,FF,92.6,83.7,32.1,-12.81,5.19,10.7,-0.53,2.61,-5.62,-134.41,-6.09,137.19,168.21,0.92,50,5.84,9.4,30,3.6,24,2355,156,undefined,undefined,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,0,0,C,FT,86.4,79.5,24.05,-27.93,9.6,2.64,0.97,2.64,-6.83,-125.57,-1.26,80.18,167.4,2.47,50,5.41,15.41,26.4,8.4,24,1794,106,0.44,5.93,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,0,1,F,CH,78.9,73.5,19.22,-27.75,7.57,3.27,0.24,0.88,-7.34,-114.9,-4.12,107.74,215.04,2.48,50,5.36,10.22,18,8.4,24,1586,113,0.47,7.14,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,0,1,F,FC,85,79,21.57,-23.95,0.91,5.23,0.58,2.31,-5.34,-123.8,-2.77,94.95,176.4,2.63,50,5.42,1.44,1.2,6,24,1974,176,0.44,6.45,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,0,2,B,FT,86.7,79.9,23.19,-22.69,9.91,5.86,-0.94,3.27,-10.44,-125.88,-1.43,153.01,150.37,1.95,50,5.67,16.07,31.2,7.2,24,1871,123,0.43,6.42,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,1,2,B,CH,78.2,72.4,18.98,-25.32,7.38,5.16,1.64,2.37,-4.35,-113.9,-1.44,54.45,174.84,2.61,50,5.49,9.8,19.2,8.4,24,1580,126,0.48,6.35,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,2,2,B,FC,84.9,78.7,22.39,-22.14,2.87,6.43,0.38,1.3,-6.43,-123.55,-5.19,102.45,203.7,2.63,50,5.27,4.48,8.4,6,24,2051,160,0.44,6.19,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,3,1,F,FT,86.5,79.9,23.14,-20.33,9.43,7.32,-0.61,2.19,-10.34,-125.77,-3.91,140.28,179.62,2.31,50,5.4,15.25,32.4,6,24,1902,130,0.43,6.86,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,3,1,F,FC,84.3,77.6,23.1,-20.46,1.64,7.64,0.71,2.59,-5.17,-122.77,-2.58,89.96,168.78,2.62,50,5.39,2.51,4.8,6,24,1985,172,0.45,6.19,
8,h,Partly Cloudy,SEA,2019-04-07,15,0,Wade LeBlanc,R,Double,double,3,2,E,FT,85.7,79.3,22.65,-25.02,8.47,4.51,-0.19,1.51,-9.22,-124.5,-4.36,124.4,197.88,2.44,50,5.34,13.43,25.2,7.2,24,1792,119,0.44,6.36,
8,h,Partly Cloudy,SEA,2019-04-07,39,1,Wade LeBlanc,R,Strikeout,strikeout,0,0,C,CU,73.4,67.7,18.46,-35.05,-3.77,-2.5,-0.21,2.38,-4.79,-106.63,0.99,124.93,174.53,2.56,50,5.87,-4.33,8.4,12,24,2207,294,0.53,5.09,
8,h,Partly Cloudy,SEA,2019-04-07,39,1,Wade LeBlanc,R,Strikeout,strikeout,0,1,F,CH,76.6,70.3,19.77,-27.97,9.78,3.35,1.01,2.41,-6.4,-111.29,-0.54,78.42,173.78,2.65,50,5.55,12.28,21.6,9.6,24,1471,111,0.5,5.91,
8,h,Partly Cloudy,SEA,2019-04-07,39,1,Wade LeBlanc,R,Strikeout,strikeout,0,2,S,FT,85.9,79.8,20.67,-21.67,9.49,6.55,-1.01,2.68,-10.51,-124.72,-3,155.43,166.32,1.99,50,5.65,15.23,31.2,6,24,1942,127,0.44,5.92,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,0,0,F,CH,77.8,73,16.15,-28.59,8.55,2.69,0.36,2.16,-7.36,-113.25,-1.19,103.42,180.45,2.5,50,5.49,11.37,20.4,9.6,24,1404,109,0.48,6.13,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,0,1,B,CH,76.8,71.8,16.47,-28.59,8.28,2.78,1.81,2.04,-4.28,-111.8,-1.33,47.93,183.82,2.65,50,5.52,10.69,19.2,9.6,24,1530,109,0.49,5.91,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,1,1,B,FC,82.6,76,22.17,-21.45,2.79,7.28,0.65,3.18,-5.54,-120.29,-1.02,92.22,153.04,2.61,50,5.5,4.1,8.4,6,24,2098,164,0.46,6.27,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,2,1,S,FC,82.4,77,18.89,-25.26,-0.75,4.65,0.25,2.23,-5.72,-119.99,-2.26,107.57,178.55,2.74,50,5.39,-1.12,4.8,7.2,24,1900,196,0.46,5.95,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,2,2,B,FT,86.4,79.7,23.72,-22.6,9.24,5.95,-0.99,2.4,-10.25,-125.62,-3.5,154.65,174.01,1.93,50,5.63,14.86,28.8,7.2,24,1886,125,0.43,6.88,
8,h,Partly Cloudy,SEA,2019-04-07,58,2,Wade LeBlanc,R,Strikeout,strikeout,3,2,C,FC,81.7,75.4,21.7,-23.71,0.75,5.88,0.81,1.63,-4.72,-118.92,-3.44,85.98,194.82,2.72,50,5.23,1.08,1.2,7.2,24,1901,178,0.46,6.28,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,0,0,B,FF,90.5,84.2,23.31,-22.74,0.9,5.26,-1.2,3.65,3.49,-131.96,-0.62,162.67,140.24,-2.64,50,5.54,1.61,6,4.8,24,2317,166,0.41,6.04,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,1,0,F,FF,90.6,83.6,25.94,-21.32,-0.36,6.13,-0.15,2.57,6.54,-131.79,-3.26,122.76,169.4,-2.61,50,5.38,-0.63,1.2,4.8,24,2274,176,0.42,6.01,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,1,1,B,SL,85.3,80.3,19.03,-28.45,0.38,2.33,0.91,1.15,8.66,-124.06,-4.13,82.44,207.86,-2.64,50,5.14,0.61,3.6,7.2,24,2694,149,0.44,5.76,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,2,1,C,SI,88.8,83,21.38,-27.7,-6.21,2.59,0.26,2.67,9.18,-129.23,-1.8,107.16,166.49,-2.5,50,5.46,-10.72,18,7.2,24,2267,244,0.42,6.7,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,2,1,F,FF,91.3,84.9,24.3,-21.37,1.18,5.97,0.46,2,7.15,-132.74,-4.87,99.52,184.71,-2.41,50,5.38,2.13,8.4,4.8,24,2379,161,0.41,5.8,
8,h,Partly Cloudy,SEA,2019-04-07,74,3,Chasen Bradford,R,Strikeout,strikeout,2,2,S,SL,86.5,81.4,20.17,-31.16,1.13,0.62,1.03,0.91,8.55,-125.82,-4.54,77.6,214.32,-2.53,50,5.2,1.86,6,8.4,24,2790,98,0.44,5.66,
18,a,Overcast,DET,2019-04-18,17,0,Tyson Ross,R,Single,single,0,0,C,FF,90.7,84.6,23.36,-20.42,0.01,6.55,0.62,2.5,6,-131.98,-6.1,93.45,171.18,-1.67,50,6.31,0.02,2.4,4.8,24,2464,174,undefined,undefined,
18,a,Overcast,DET,2019-04-18,17,0,Tyson Ross,R,Single,single,0,1,F,FC,89.2,82.1,25.98,-22.46,1.02,5.69,0.72,2.49,5.54,-129.55,-5.58,89.45,171.55,-1.57,50,6.38,1.73,7.2,6,24,2550,162,undefined,undefined,
18,a,Overcast,DET,2019-04-18,17,0,Tyson Ross,R,Single,single,0,2,B,FC,90.3,81.9,29.47,-24.7,2.11,4.32,-0.69,4.97,2.18,-131.17,0.49,143.34,104.52,-1.81,50,6.63,3.65,9.6,6,24,2467,152,undefined,undefined,
18,a,Overcast,DET,2019-04-18,17,0,Tyson Ross,R,Single,single,1,2,B,FF,89.8,82.5,27.44,-25.53,-0.64,3.87,1.5,1.71,7.82,-130.24,-6.8,59.79,192.79,-1.46,50,6.28,-1.11,1.2,6,24,2634,174,undefined,undefined,
18,a,Overcast,DET,2019-04-18,17,0,Tyson Ross,R,Single,single,2,2,D,SL,86.4,80.4,22.77,-32.37,2.33,-0.12,0.79,2.02,5.33,-125.61,-4.33,86.97,184.23,-1.65,50,6.36,3.76,8.4,8.4,24,2719,81,undefined,undefined,
18,a,Overcast,DET,2019-04-18,35,1,Tyson Ross,R,Flyout,field_out,0,0,F,FC,90.1,83.2,25.35,-22.16,2.59,5.71,0.11,3.17,4.15,-130.99,-4.34,112.83,153.29,-1.82,50,6.48,4.54,13.2,6,24,2480,150,undefined,undefined,
18,a,Overcast,DET,2019-04-18,35,1,Tyson Ross,R,Flyout,field_out,0,1,B,FC,87.4,80.6,24.78,-25.45,1.11,4.1,1.41,2.35,7.38,-126.92,-4.7,63.2,175.2,-1.67,50,6.25,1.82,7.2,6,24,2553,151,undefined,undefined,
18,a,Overcast,DET,2019-04-18,35,1,Tyson Ross,R,Flyout,field_out,1,1,*B,SL,84.5,78.8,22.3,-32.18,2.83,0,1.51,0.67,6.56,-122.7,-6.96,59.31,220.64,-1.55,50,6.26,4.35,9.6,8.4,24,undefined,79,undefined,undefined,
18,a,Overcast,DET,2019-04-18,35,1,Tyson Ross,R,Flyout,field_out,2,1,X,FC,88.9,82.7,23.13,-25.29,1.04,4,-0.11,2.68,3.7,-129.39,-4.75,121.09,166.41,-1.68,50,6.44,1.8,4.8,6,24,2547,158,undefined,undefined,
18,a,Overcast,DET,2019-04-18,52,2,Tyson Ross,R,Home Run,home_run,0,0,C,FC,88.5,82.6,21.73,-26.47,1.42,3.33,-0.69,3.61,2.33,-128.85,-2.39,143.44,141.17,-1.79,50,6.56,2.44,6,6,24,2316,152,undefined,undefined,
18,a,Overcast,DET,2019-04-18,52,2,Tyson Ross,R,Home Run,home_run,0,1,E,SL,83.7,78.1,20.67,-33.49,3.67,-0.87,0.01,2.29,2.83,-121.76,-3.07,116.7,177.03,-1.64,50,6.42,5.6,9.6,9.6,24,undefined,75,undefined,undefined,
