gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
2,a,Cloudy,KC,2019-03-30,68,3,Jake Diekman,L,Pop Out,field_out,1,0,S,SI,93.8,87.2,23.82,-27.4,11.49,2.49,0.71,3.12,-13.07,-136.15,-0.93,89.86,154.58,4.03,50,5.32,22.03,36,7.2,24,2140,103,undefined,undefined,
2,a,Cloudy,KC,2019-03-30,68,3,Jake Diekman,L,Pop Out,field_out,1,1,C,SI,93.7,88.2,20.1,-19.75,7.59,6.43,-0.71,2.02,-15.14,-135.82,-5.08,144.11,184.35,3.87,50,5.22,14.66,31.2,4.8,24,2115,133,undefined,undefined,
2,a,Cloudy,KC,2019-03-30,68,3,Jake Diekman,L,Pop Out,field_out,1,2,X,SL,83.4,78.4,19.04,-34.57,-3.43,-1.57,-0.04,2.04,-9.02,-121.34,-0.38,118.66,183.64,4.14,50,5.16,-5.23,10.8,9.6,24,2709,288,undefined,undefined,
3,a,Sunny,KC,2019-03-31,9,0,Jorge Lopez,L,Flyout,field_out,0,0,X,SL,88.2,81.2,25.86,-24.92,0.27,4.33,-0.19,2.61,4.19,-128.46,-3.24,124.28,168.45,-1.88,50,5.81,0.45,2.4,6,24,2099,169,undefined,undefined,
3,a,Sunny,KC,2019-03-31,24,1,Jorge Lopez,L,Flyout,field_out,0,0,F,FF,93,85.4,27.87,-17.06,-7.93,8.11,-0.45,3.52,5.97,-135.25,-3.01,134.23,143.81,-1.65,50,5.83,-14.77,37.2,4.8,24,2187,222,undefined,undefined,
3,a,Sunny,KC,2019-03-31,24,1,Jorge Lopez,L,Flyout,field_out,0,1,B,CU,81.7,76.3,21.72,-40.97,4.14,-6.13,1.48,0.61,6.04,-118.79,-3.58,60.58,222.28,-1.63,50,5.85,5.94,9.6,12,24,2559,37,undefined,undefined,
3,a,Sunny,KC,2019-03-31,24,1,Jorge Lopez,L,Flyout,field_out,1,1,C,CU,80.6,74.7,21.19,-41.33,6.06,-6.54,-0.25,2.99,1.58,-117.33,1.64,126.58,157.98,-1.72,50,6.12,8.49,12,12,24,2580,45,undefined,undefined,
3,a,Sunny,KC,2019-03-31,24,1,Jorge Lopez,L,Flyout,field_out,1,2,X,CU,79.9,74.1,21.74,-41.64,6.08,-6.92,0.18,1.67,2.34,-116.23,-1.02,109.99,193.79,-1.62,50,6.07,8.31,12,13.2,24,2579,42,undefined,undefined,
3,a,Sunny,KC,2019-03-31,39,2,Tim Hill,L,Grounded Into DP,grounded_into_double_play,0,0,X,SL,77.2,71.2,18.71,-30.41,-1.65,1.37,0.3,1.98,-6.87,-112.16,4.65,105.7,185.19,3.6,50,2.97,-2.12,6,9.6,24,2092,229,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,0,0,B,FF,94.8,87,28.88,-14.05,-0.6,9.33,0.38,4.69,3.88,-138.02,-0.71,102.67,112.16,-0.96,50,5.89,-1.17,1.2,2.4,24,2256,181,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,1,0,C,CU,78.5,72.3,21.93,-46.2,1.41,-10.67,-0.81,2.66,-0.14,-114.21,2.64,147.88,167.05,-0.93,50,6.04,1.86,2.4,14.4,24,1996,7,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,1,1,T,CU,78.8,72.7,21.3,-44.69,2.97,-9.43,-0.99,2.72,-1.04,-114.54,2.34,154.92,165.39,-0.92,50,6.06,3.94,4.8,13.2,24,1918,17,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,1,2,B,CU,78.9,72.7,21.58,-44.84,3.73,-9.53,-1.32,2.76,-1.87,-114.69,2.44,167.29,164.4,-0.98,50,6.06,4.95,6,13.2,24,2137,21,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,2,1,F,FF,95.1,87.4,29.27,-12.17,0.98,10.27,0.12,2.35,2.7,-138.34,-6.99,112.49,175.42,-1,50,5.71,1.91,10.8,2.4,24,2347,172,undefined,undefined,
3,a,Sunny,KC,2019-03-31,57,3,Kyle Zimmer,L,Strikeout,strikeout,2,2,W,CU,80.2,74.5,22.36,-44.77,1.78,-9.14,-0.76,0.69,-0.17,-116.77,-2.2,146,220.22,-0.92,50,5.86,2.45,3.6,13.2,24,2118,10,undefined,undefined,
4,a,Sunny,CLE,2019-04-01,1,0,Mike Clevinger,L,Strikeout,strikeout,0,0,B,CU,77.6,71.4,22.66,-43.58,3.61,-8.94,0.88,1.09,3.15,-112.85,-0.57,83.53,209.42,-1.01,50,5.77,4.6,7.2,14.4,24,2271,24,0.49,5.93,
4,a,Sunny,CLE,2019-04-01,1,0,Mike Clevinger,L,Strikeout,strikeout,1,0,S,FF,95.5,86.5,34.25,-9.66,-2.46,11.64,0.31,2.52,5.52,-138.94,-6.28,105.29,170.78,-1.4,50,5.47,-4.75,16.8,2.4,24,2397,189,0.39,6.69,
4,a,Sunny,CLE,2019-04-01,1,0,Mike Clevinger,L,Strikeout,strikeout,1,1,S,FF,96.1,86.8,35.13,-9.65,-2.8,11.52,0.32,2.98,5.51,-139.79,-5.08,104.78,158.23,-1.32,50,5.47,-5.47,20.4,2.4,24,2399,190,0.39,6.65,
4,a,Sunny,CLE,2019-04-01,1,0,Mike Clevinger,L,Strikeout,strikeout,1,2,B,FF,96,87.9,31.5,-10.98,-2.54,10.71,-1.21,2.05,1.88,-139.78,-7.54,163.25,183.28,-1.57,50,5.51,-5.02,20.4,2.4,24,2373,193,0.39,6.92,
4,a,Sunny,CLE,2019-04-01,1,0,Mike Clevinger,L,Strikeout,strikeout,2,2,C,FF,94.9,87.1,30.34,-11.01,-0.47,10.93,-0.19,1.85,3.4,-138.2,-7.85,124.21,188.94,-1.37,50,5.46,-0.92,1.2,2.4,24,2439,180,0.39,6.89,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,0,0,C,FF,94.6,86.8,29.67,-11.57,-3.1,10.69,0.09,2.13,5.2,-137.72,-6.76,113.52,181.4,-1.41,50,5.39,-5.98,20.4,2.4,24,2367,194,0.4,6.67,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,0,1,F,FF,93.1,84.9,29.94,-12.95,-6.15,10.39,0.66,2.66,7.45,-135.27,-4.88,91.86,166.92,-1.33,50,5.4,-11.39,34.8,3.6,24,2293,207,0.4,6.4,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,0,2,B,FF,94.8,85.6,34.64,-9.98,-4.71,11.72,-1.11,1.57,2.66,-137.74,-8.54,159.42,196.27,-1.48,50,5.42,-8.93,34.8,3.6,24,2363,202,0.4,6.6,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,1,2,B,CU,78.3,72.2,23.89,-39.09,6.62,-5.36,2.02,-0.62,4.99,-113.74,-5.17,39.87,255.45,-1.07,50,5.63,8.53,13.2,13.2,24,2220,51,0.49,6.02,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,2,2,B,FF,94.6,85.5,34.2,-9.14,-4.17,12.16,-1.13,2.14,2.57,-137.65,-6.94,159.92,180.96,-1.54,50,5.33,-7.89,33.6,2.4,24,2274,198,0.4,6.61,
4,a,Sunny,CLE,2019-04-01,18,1,Mike Clevinger,L,Strikeout,strikeout,3,2,S,CH,89.2,81.3,28.94,-14.64,-9.44,10.37,-0.28,0.96,5.62,-129.71,-8.37,127.63,212.87,-1.26,50,5.36,-15.97,42,4.8,24,1694,222,0.42,6.96,
4,a,Sunny,CLE,2019-04-01,37,2,Mike Clevinger,L,Groundout,field_out,0,0,C,FF,93.4,85.4,29.89,-11.04,-2.82,11.27,-0.34,3.13,3.92,-136.12,-4.63,130,154.37,-1.43,50,5.61,-5.29,20.4,2.4,24,2196,192,0.4,7.12,
4,a,Sunny,CLE,2019-04-01,37,2,Mike Clevinger,L,Groundout,field_out,0,1,B,CH,88,81.1,25.85,-20.32,-9.69,7.14,0.05,0.15,6.33,-127.93,-9.01,115.05,234.78,-1.19,50,5.31,-16.1,33.6,6,24,1564,235,0.42,6.77,
4,a,Sunny,CLE,2019-04-01,37,2,Mike Clevinger,L,Groundout,field_out,1,1,X,CU,76.6,70.5,20.91,-41.48,4.43,-7.43,-0.62,2.33,0.38,-111.43,1.53,140.7,175.76,-1.37,50,5.94,5.55,7.2,13.2,24,2197,32,0.5,5.89,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,0,0,B,SI,90.9,83.3,26.27,-17.93,-10.46,8,-0.44,4.66,7.09,-132.14,2.14,133.62,112.86,-1.79,50,5.15,-18.63,44.4,6,24,2471,229,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,1,0,F,FC,87.1,79.9,25.41,-25.83,0.6,3.9,0.6,3.04,5.61,-126.65,-0.22,93.99,156.65,-1.71,50,5.19,0.98,4.8,6,24,2555,162,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,1,1,B,SI,91.2,84,25.99,-25.07,-9.46,3.96,1.09,2.49,9.99,-132.54,-1.98,75.63,171.5,-1.49,50,5.07,-16.97,31.2,7.2,24,2376,245,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,2,1,B,FC,88.3,82,22.92,-25.3,0.17,4.05,1.29,2.79,7.6,-128.48,-0.88,67.68,163.4,-1.7,50,5.08,0.28,3.6,6,24,2516,166,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,3,1,F,FC,86.8,80.9,21.19,-26.8,0.59,3.26,0.58,2.62,5.77,-126.36,-0.9,94.85,168.1,-1.79,50,5.1,0.98,3.6,7.2,24,2556,160,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,3,1,F,FC,87.7,81.8,21.69,-28.21,2.43,2.35,-0.08,2.65,4,-127.75,-0.71,119.88,167.28,-1.97,50,5.11,4.09,9.6,7.2,24,2500,130,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,5,0,Corey Kluber,L,Walk,walk,3,2,B,FF,92,84.9,25.61,-15.33,-2.91,9.17,1.07,3.61,8.52,-133.87,-1.04,76.15,141.47,-1.76,50,5.09,-5.34,13.2,3.6,24,2429,192,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,0,0,C,CH,84,76.7,24.81,-25.59,-10.76,4.37,-0.35,2.47,6.57,-122.14,-1.17,130.34,172.19,-1.68,50,5.16,-16.2,30,8.4,24,1685,246,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,0,1,B,SI,90.2,82.7,26.09,-21.85,-8.68,5.91,0.94,3.1,9.44,-131,-0.94,81.21,155.11,-1.57,50,5.09,-15.19,31.2,6,24,2219,232,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,1,1,F,CU,80.3,74.2,21.06,-34,7.02,-1.32,0.1,2.52,2.47,-116.79,0.89,113.12,170.89,-1.88,50,5.31,9.75,16.8,10.8,24,2479,82,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,1,2,B,FC,86.9,81.1,23.02,-31.89,2.45,0.17,1.06,0.3,6.09,-126.49,-5.28,76.76,230.56,-1.69,50,4.94,4.01,8.4,8.4,24,2556,85,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,2,2,B,FF,91.6,85.5,22.41,-18.05,-3.33,7.7,1.8,2.13,10.16,-133.1,-4.05,48.26,181.35,-1.59,50,4.94,-6.11,13.2,4.8,24,2351,197,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,3,1,F,FC,87.1,81.6,20.28,-29.05,1.88,1.87,-0.55,2.41,2.81,-127,-0.93,137.82,173.59,-1.9,50,5.05,3.15,7.2,7.2,24,2355,131,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,24,1,Corey Kluber,L,Strikeout,strikeout,3,2,T,FC,85.8,80.2,20.86,-32.25,2.13,-0.04,0.89,1.81,5.97,-124.88,-1.43,83.07,189.78,-1.79,50,5,3.42,7.2,8.4,24,2546,88,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,36,2,Tyler Olson,L,Forceout,force_out,0,0,X,CU,72.5,66.6,19.74,-36.23,-10.15,-3.67,-0.6,1.8,-5.21,-105.19,0.69,140.07,190.1,3.23,50,5.71,-11.24,18,14.4,24,2750,286,undefined,undefined,
5,a,Sunny,CLE,2019-04-03,55,3,Dan Otero,L,Flyout,field_out,0,0,X,CH,81.6,75.6,20.74,-27.48,-10.26,3.25,-0.44,2.12,5.48,-118.81,-2.15,133.82,181.62,-1.43,50,5.51,-14.81,26.4,8.4,24,1516,251,undefined,undefined,
6,h,Cloudy,SEA,2019-04-05,68,0,Chasen Bradford,L,Pop Out,field_out,0,0,X,CH,83.8,75.8,26.48,-28.2,-6.96,2.69,0.02,2.84,9.46,-121.57,0.49,116,162.17,-3.03,50,5.11,-10.3,16.8,8.4,24,2153,242,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,12,0,Mike Leake,L,Pop Out,field_out,0,0,F,CH,83.3,77.4,20.37,-29.12,-9.95,2.03,-0.65,1.32,7.13,-121.13,-2.31,141.79,203.21,-2.32,50,4.79,-14.99,25.2,8.4,24,1772,258,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,12,0,Mike Leake,L,Pop Out,field_out,0,1,X,FC,86.4,80.5,20.7,-27.85,-0.05,2.66,0.33,2.79,6.6,-125.59,0.13,104.37,163.65,-2.3,50,4.96,-0.08,2.4,7.2,24,2293,167,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,33,1,Mike Leake,L,Strikeout,strikeout,0,0,B,CH,84.9,79.1,20.79,-34.44,-7.85,-1.45,0.17,1.36,8.41,-123.36,-1.73,110.4,202.07,-2.23,50,4.93,-12.3,18,9.6,24,1791,281,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,33,1,Mike Leake,L,Strikeout,strikeout,1,0,F,CH,84.4,78.3,21.63,-35.24,-10.77,-1.99,-0.22,1.32,7.85,-122.59,-1.71,124.66,203.76,-2.05,50,5,-16.57,22.8,9.6,24,1858,281,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,33,1,Mike Leake,L,Strikeout,strikeout,1,1,C,FC,87.1,80.6,22.76,-25.46,-0.01,4.07,-0.67,2.92,4.22,-126.77,-0.04,142.33,160.06,-2.34,50,4.95,-0.02,1.2,6,24,2323,173,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,33,1,Mike Leake,L,Strikeout,strikeout,1,2,*B,CH,84.7,78.6,22.17,-34.2,-9.34,-1.31,0.04,0.64,8.42,-123.05,-3.26,115.52,221.55,-2.2,50,4.85,-14.46,20.4,9.6,24,1856,280,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,33,1,Mike Leake,L,Strikeout,strikeout,2,2,S,FC,87.4,80.8,23.05,-25.83,-1.13,3.83,-0.9,2.55,4.16,-127.09,-0.9,151.2,170.03,-2.4,50,4.94,-1.87,2.4,6,24,2235,189,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,54,2,Mike Leake,L,Strikeout,strikeout,0,0,T,FC,86.2,79.8,22.77,-29.9,1.48,1.41,0.03,2.94,4.9,-125.43,0.74,115.78,159.53,-2.13,50,5.06,2.38,6,7.2,24,2307,129,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,54,2,Mike Leake,L,Strikeout,strikeout,0,1,B,SI,88.5,81.6,24.17,-27.17,-5.17,2.95,-1.98,3.18,2.86,-128.71,0.86,192.3,153.05,-2.42,50,4.92,-8.76,16.8,7.2,24,2280,236,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,54,2,Mike Leake,L,Strikeout,strikeout,1,1,S,CH,84.3,78.1,22.45,-36.5,-4.19,-2.83,0.42,1.03,7.74,-122.42,-1.91,100.85,211.04,-2.22,50,4.92,-6.4,8.4,9.6,24,1725,311,undefined,undefined,
7,h,Cloudy,SEA,2019-04-06,54,2,Mike Leake,L,Strikeout,strikeout,1,2,W,KC,79.9,72,27.19,-31.48,9.28,0.53,0.85,0.44,4.25,-115.76,-3.42,84.49,227.03,-2.23,50,5.04,12.24,21.6,10.8,24,2765,91,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,22,0,Charlie Morton,L,Groundout,field_out,0,0,B,FS,84.4,77.2,24.8,-29.87,-12.64,1.53,0.89,1.57,10.22,-122.33,-3.82,83.1,196.38,-1.7,50,5.72,-19.09,28.8,9.6,24,2044,263,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,22,0,Charlie Morton,L,Groundout,field_out,1,0,B,FC,84.7,78.2,23.98,-30.64,0.82,0.99,-0.46,1.57,3.69,-123.34,-3.72,134.66,196.32,-2.08,50,5.68,1.26,3.6,8.4,24,2539,118,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,22,0,Charlie Morton,L,Groundout,field_out,2,0,F,FT,93.5,85.7,29.6,-26.13,-10.35,3.22,-1.16,2.91,5.29,-136.05,-2.91,161.01,160.12,-1.78,50,5.81,-19.42,34.8,7.2,24,2229,252,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,22,0,Charlie Morton,L,Groundout,field_out,2,1,C,FF,94.2,86.1,29.15,-18.23,-9.71,7.34,0.26,3.26,8.41,-136.69,-3.59,106.82,151.07,-1.59,50,5.84,-18.43,40.8,4.8,24,2347,231,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,22,0,Charlie Morton,L,Groundout,field_out,2,2,X,FS,85,77.8,25.12,-27.79,-12.8,2.84,-1.05,2.61,6.13,-123.6,-2.07,156.85,168.42,-1.9,50,5.8,-19.76,33.6,8.4,24,2221,257,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,42,1,Charlie Morton,L,Walk,walk,0,0,B,FT,94.5,85.5,32.8,-26.4,-13.3,3.06,-0.05,3.74,9.07,-137.07,-0.58,118.91,137.85,-1.69,50,5.77,-25.09,40.8,7.2,24,2318,255,undefined,undefined,
10,h,Partly Cloudy,TB,2019-04-09,42,1,Charlie Morton,L,Walk,walk,1,0,C,FC,85.2,78.4,23.77,-29.11,0.42,1.96,-0.67,3.1,3.07,-124,-0.35,142.5,155.25,-1.98,50,5.66,0.66,2.4,7.2,24,2429,159,undefined,undefined,
