gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
1,a,Cloudy,KC,2019-03-28,7,0,Brad Keller,R,Strikeout,strikeout,0,0,C,FF,93.9,87.6,23.98,-17.09,-1.58,7.81,-0.21,2.48,4.38,-136.67,-6.44,124.87,171.84,-1.61,50,6,-3.06,7.2,3.6,24,2317,189,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,7,0,Brad Keller,R,Strikeout,strikeout,0,1,B,SL,86.8,81.7,22.05,-35.69,4.26,-2.15,1.77,-0.36,6.97,-126.04,-8.51,48.37,248.26,-1.57,50,5.89,6.96,12,9.6,24,2762,59,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,7,0,Brad Keller,R,Strikeout,strikeout,1,1,S,SL,85.1,78.9,24.13,-40.09,4.34,-5.1,0.46,1.34,3.68,-123.69,-3.53,99.28,202.62,-1.61,50,6.14,6.74,9.6,10.8,24,2576,41,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,7,0,Brad Keller,R,Strikeout,strikeout,1,2,W,SL,86,80.4,22.57,-35.57,3.37,-2.12,0.78,0.55,4.89,-125.01,-6.19,87.18,223.63,-1.63,50,5.94,5.39,9.6,9.6,24,2709,55,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,23,1,Brad Keller,R,Strikeout,strikeout,0,0,S,SL,85,79.2,21.9,-36.05,3,-2.47,0.34,2.4,3.54,-123.69,-2,103.82,174.14,-1.49,50,6.2,4.7,8.4,9.6,24,2595,53,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,23,1,Brad Keller,R,Strikeout,strikeout,0,1,W,SL,86.1,80.4,22.69,-34.76,3.26,-1.61,0.88,0.67,4.55,-125.14,-6.21,83.28,220.62,-1.37,50,6,5.23,9.6,9.6,24,undefined,60,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,23,1,Brad Keller,R,Strikeout,strikeout,0,2,B,SL,84.1,79,20.35,-37.26,3.73,-3.3,0.87,1.36,4.76,-122.38,-3.78,83.8,202.19,-1.57,50,6.06,5.75,9.6,9.6,24,2516,50,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,23,1,Brad Keller,R,Strikeout,strikeout,1,2,B,SL,85.3,80.2,20.65,-36.44,3.5,-2.69,1.28,0.94,5.65,-124.08,-5.13,68.23,213.32,-1.46,50,6.02,5.56,9.6,9.6,24,2597,53,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,23,1,Brad Keller,R,Strikeout,strikeout,2,2,S,SL,83.2,77.8,21.56,-37.51,3.67,-3.57,0.14,0.49,3.04,-121.01,-5.48,111.69,225.68,-1.6,50,6.03,5.49,8.4,10.8,24,undefined,44,undefined,undefined,
1,a,Cloudy,KC,2019-03-28,48,2,Brad Keller,R,Groundout,field_out,0,0,C,FF,93.7,86.9,26.12,-17.98,-0.24,7.44,0.87,2.96,6.2,-136.35,-5.16,83.86,158.96,-1.39,50,6.09,-0.46,2.4,3.6,24,2267,176,undefined,undefined,
