gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
51,a,Partly Cloudy,MIN,2019-05-25,73,0,Blake Parker,R,Strikeout,strikeout,0,0,C,FF,93.5,86.1,28.5,-10.91,-1.46,11.29,0.44,1.93,2.51,-136.07,-9.49,100.25,186.55,-0.3,50,6.21,-2.75,9.6,2.4,24,2328,186,0.4,6.77,
51,a,Partly Cloudy,MIN,2019-05-25,73,0,Blake Parker,R,Strikeout,strikeout,0,1,S,FF,92.9,84.8,30.14,-10.8,-2.65,11.59,0.69,2.43,3.09,-135.13,-8.09,90.72,173.07,-0.13,50,6.23,-4.88,18,2.4,24,2345,191,0.4,6.72,
51,a,Partly Cloudy,MIN,2019-05-25,73,0,Blake Parker,R,Strikeout,strikeout,0,2,B,FS,83.8,77.4,24.44,-27.4,-5.38,3.2,0.31,-0.84,3.4,-121.6,-10.71,105.32,261.39,-0.41,50,6.01,-8.03,14.4,8.4,24,988,248,0.45,6.01,
51,a,Partly Cloudy,MIN,2019-05-25,73,0,Blake Parker,R,Strikeout,strikeout,1,2,S,FF,92.2,85.1,26.67,-14.71,0.24,9.48,0.85,2.99,2.72,-134.32,-6.11,84.47,157.96,-0.2,50,6.33,0.45,3.6,3.6,24,2278,176,0.4,6.67,
52,a,Sunny,MIN,2019-05-26,14,0,Jake Odorizzi,R,Strikeout,strikeout,0,0,B,FF,93.1,84.2,32.16,-11.93,-6.11,11.07,1.07,2.66,6.85,-135.06,-6.24,76.29,167,-0.72,50,5.85,-11.16,36,3.6,24,2308,206,0.41,5.84,
52,a,Sunny,MIN,2019-05-26,14,0,Jake Odorizzi,R,Strikeout,strikeout,1,0,B,FF,93.2,85.1,29.67,-11.92,-5.96,10.94,1.29,2.09,7.45,-135.26,-7.68,67.75,182.45,-0.72,50,5.8,-11.04,34.8,3.6,24,2425,206,0.41,5.68,
52,a,Sunny,MIN,2019-05-26,14,0,Jake Odorizzi,R,Strikeout,strikeout,2,0,S,FF,93.8,86.7,26.55,-16.15,-7.23,8.4,-0.25,2.91,4.45,-136.45,-5.05,126.62,160.3,-0.95,50,5.87,-13.79,37.2,4.8,24,2281,220,0.4,5.72,
52,a,Sunny,MIN,2019-05-26,14,0,Jake Odorizzi,R,Strikeout,strikeout,2,1,C,FF,93.2,85.7,27.86,-14.32,-7.8,9.54,0.5,2.27,6.42,-135.51,-6.92,97.76,177.51,-0.88,50,5.85,-14.59,40.8,4.8,24,2297,218,0.4,6.25,
52,a,Sunny,MIN,2019-05-26,14,0,Jake Odorizzi,R,Strikeout,strikeout,2,2,S,FF,93.5,85.5,29.36,-14.25,-7.53,9.56,0.11,2.99,5.31,-135.96,-5.12,112.9,158.01,-0.89,50,5.88,-14.12,40.8,4.8,24,2233,217,0.41,5.66,
52,a,Sunny,MIN,2019-05-26,33,1,Jake Odorizzi,R,Strikeout,strikeout,0,0,B,FF,94,85.4,31.57,-12.07,-5.08,10.68,0.67,3.7,6.05,-136.67,-3.51,91.32,138.86,-0.91,50,5.84,-9.55,32.4,3.6,24,2340,202,0.4,6.08,
52,a,Sunny,MIN,2019-05-26,33,1,Jake Odorizzi,R,Strikeout,strikeout,1,0,C,FF,94.4,86.7,28.86,-16.46,-7.89,8.19,0.59,2.93,7.07,-137.29,-4.64,94.41,159.58,-0.98,50,5.75,-15.14,38.4,4.8,24,2284,222,0.4,5.97,
52,a,Sunny,MIN,2019-05-26,33,1,Jake Odorizzi,R,Strikeout,strikeout,1,1,B,FC,87.3,80.7,23.9,-26.7,3.48,3.31,1.21,3.5,3.82,-127.14,-1.26,70.81,144.32,-0.75,50,6.1,5.74,13.2,7.2,24,2278,130,0.43,6.25,
52,a,Sunny,MIN,2019-05-26,33,1,Jake Odorizzi,R,Strikeout,strikeout,2,1,S,FF,94.2,86.2,29.97,-15.64,-6.69,8.7,0.38,2.46,6.08,-136.91,-5.88,102.66,172.38,-1,50,5.7,-12.72,33.6,4.8,24,2212,216,0.4,5.87,
