gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
71,a,Partly Cloudy,CHC,2019-06-18,15,0,Cole Hamels,R,Strikeout,strikeout,0,0,C,FF,91.3,83.9,26.64,-13.73,4.72,10.28,0.43,3.13,-6.08,-132.71,-5.59,100.43,154.21,2.14,50,6.25,8.48,26.4,3.6,24,2087,157,0.41,6.07,
71,a,Partly Cloudy,CHC,2019-06-18,15,0,Cole Hamels,R,Strikeout,strikeout,0,1,F,FF,91,83.8,26.31,-13.55,5.46,10.44,0.08,2.37,-7.17,-132.24,-7.34,114.11,174.7,2.1,50,6.17,9.74,28.8,3.6,24,2133,154,0.42,6.09,
71,a,Partly Cloudy,CHC,2019-06-18,15,0,Cole Hamels,R,Strikeout,strikeout,0,2,B,FF,92,85.2,25.65,-15.37,3.96,9.14,1.28,2.33,-4.22,-133.97,-6.97,68.08,175.88,2.36,50,6.04,7.29,21.6,3.6,24,2075,157,0.41,6.25,
71,a,Partly Cloudy,CHC,2019-06-18,15,0,Cole Hamels,R,Strikeout,strikeout,1,2,C,FF,92.4,85.4,26.06,-15.3,5.06,9.13,0.36,2.22,-6.47,-134.35,-7.41,103.24,178.85,2.13,50,6.08,9.36,26.4,3.6,24,2150,152,0.41,6.12,
71,a,Partly Cloudy,CHC,2019-06-18,32,1,Cole Hamels,R,Strikeout,strikeout,0,0,C,FF,91.2,83.7,26.81,-13.42,5.67,10.49,-0.09,2.88,-8.36,-132.49,-5.68,120.54,160.93,2.36,50,6.03,10.13,30,3.6,24,2086,154,0.41,6.1,
71,a,Partly Cloudy,CHC,2019-06-18,32,1,Cole Hamels,R,Strikeout,strikeout,0,1,S,FF,90.5,83.4,25.59,-14.13,5.33,10.22,-0.61,2.55,-8.33,-131.48,-6.5,140.48,170.18,1.9,50,6.08,9.41,27.6,3.6,24,2013,155,0.42,6.18,
71,a,Partly Cloudy,CHC,2019-06-18,32,1,Cole Hamels,R,Strikeout,strikeout,0,1,F,FF,92.3,85,26.69,-13.78,5.79,10.01,0.19,2.77,-7.23,-134.13,-6.31,109.67,163.86,2.16,50,6.12,10.64,31.2,3.6,24,2140,152,0.41,6.15,
71,a,Partly Cloudy,CHC,2019-06-18,32,1,Cole Hamels,R,Strikeout,strikeout,0,2,S,FF,91.8,84.5,26.66,-16.35,5.36,8.67,1.14,3.96,-4.74,-133.73,-2.69,73.38,131.89,2.24,50,6.14,9.79,27.6,4.8,24,1985,150,0.41,6.18,
