gameNumber,location,weather,opponent,date,mlbAtBatIndex,realAtBatIndex,pitcherName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,0,0,B,SL,81,75.3,20.18,-33.68,1.68,-1.06,1.13,2.03,9.8,-117.89,2.25,73.74,184,-3.28,50,4.15,2.39,7.2,9.6,24,2281,76,0.45,7.32,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,1,0,C,SL,79.7,73.5,20.55,-32.46,2.03,-0.21,-0.79,2.58,5.19,-116.04,3.66,147.08,169.2,-3.31,50,4.06,2.78,6,9.6,24,2277,98,0.46,7.11,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,1,1,B,SL,79.6,74,19.12,-35.04,4.44,-2.07,-1.16,2.56,3.96,-116.04,3.97,161.26,169.71,-3.46,50,4.14,6.14,10.8,10.8,24,2343,73,0.46,6.95,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,2,1,B,SL,80.3,73.9,22.4,-34.58,2.73,-1.75,2.16,1.71,11.55,-116.54,1.94,34.63,192.75,-3.22,50,4.14,3.75,9.6,10.8,24,2376,72,0.46,7.26,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,3,1,T,SL,80.1,74.2,20.67,-33.83,1.85,-1.19,0.1,2,7.41,-116.71,2.54,113.61,184.61,-3.36,50,4.07,2.57,6,9.6,24,2188,75,0.46,7.41,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,3,1,F,SI,91.6,84.5,25.17,-28.26,-11.82,2.16,0.93,2.16,14.57,-132.92,0.15,81.59,180.47,-3.06,50,4.14,-21.41,33.6,7.2,24,2433,257,0.4,7.5,
72,a,Overcast,CHC,2019-06-19,72,0,Steve Cishek,L,Walk,walk,3,2,B,FF,89.7,83.1,23.03,-22.85,-8.25,5.31,-0.45,3.95,9.82,-130.51,3.72,134.09,132.09,-3.16,50,4.21,-14.47,30,6,24,2470,231,0.41,7.15,
73,a,Partly Cloudy,TEX,2019-06-21,12,0,Ariel Jurado,L,Home Run,home_run,0,0,B,FF,93.3,86.6,26.12,-17.02,-2.45,8,-0.96,1.92,0.83,-135.92,-7.87,153.71,187.05,-0.95,50,6,-4.65,13.2,3.6,24,1853,197,0.4,6.45,
73,a,Partly Cloudy,TEX,2019-06-21,12,0,Ariel Jurado,L,Home Run,home_run,1,0,B,CU,79.5,74.5,19.38,-36.97,4.45,-3.49,0.57,1.3,2.14,-115.85,-2.99,95.42,203.66,-0.94,50,6.1,6.11,9.6,10.8,24,2154,52,0.48,5.75,
73,a,Partly Cloudy,TEX,2019-06-21,12,0,Ariel Jurado,L,Home Run,home_run,2,0,C,FF,93.6,86.3,27.68,-15.74,-1.82,8.69,-0.75,2.07,0.94,-136.12,-7.52,145.75,182.89,-0.86,50,5.94,-3.45,10.8,3.6,24,1871,192,0.4,5.85,
