gameNumber,location,weather,opponent,date,pitchNumber,mlbAtBatIndex,realAtBatIndex,batterName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,strikeZoneTop,strikeZoneBottom,
1,a,Cloudy,KC,2019-03-28,0,3,0,Whit Merrifield,R,Lineout,field_out,0,0,F,FF,90.6,84.3,23.54,-18.56,3.09,7.63,0.05,2.36,-6.13,-131.67,-7.83,115.17,175.09,1.99,50,6.7,5.52,13.2,4.8,24,2010,160,undefined,undefined,3.37,1.53,
1,a,Cloudy,KC,2019-03-28,1,3,0,Whit Merrifield,R,Lineout,field_out,0,1,X,SL,82.7,77.4,20.35,-31,-5.16,0.79,-0.16,1.67,-3.6,-120.24,-5.63,123.08,193.69,2.02,50,6.75,-7.65,14.4,8.4,24,2414,266,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,2,4,1,Adalberto Mondesi,R,Strikeout,strikeout,0,0,B,FF,92.1,85.4,24.86,-15.59,4.6,8.99,2.21,3.35,-1.34,-133.95,-6.52,32.73,148.37,2.12,50,6.9,8.48,26.4,3.6,24,2141,152,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,3,4,1,Adalberto Mondesi,R,Strikeout,strikeout,1,0,C,FF,91,83.9,25.86,-13.93,4,10.21,0.54,3.03,-4.97,-132.28,-7.03,96.32,156.92,1.92,50,6.73,7.15,21.6,3.6,24,2023,160,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,4,4,1,Adalberto Mondesi,R,Strikeout,strikeout,1,1,S,FF,90.7,83.5,26.1,-13.99,5.18,10.28,-0.48,2.75,-8.16,-131.66,-7.74,135.2,164.45,1.98,50,6.75,9.16,26.4,3.6,24,2082,155,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,5,4,1,Adalberto Mondesi,R,Strikeout,strikeout,1,1,F,FF,91.5,84,27.77,-15.41,4.64,9.35,-0.76,2.75,-8.31,-132.88,-7.58,145.78,164.31,1.81,50,6.75,8.31,21.6,3.6,24,2115,156,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,6,4,1,Adalberto Mondesi,R,Strikeout,strikeout,1,1,F,SL,84.5,79.1,21.39,-35.73,-2.12,-2.3,-0.7,1.51,-6.1,-122.82,-5.48,143.64,198.23,2.08,50,6.76,-3.29,6,9.6,24,2405,314,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,7,4,1,Adalberto Mondesi,R,Strikeout,strikeout,1,2,W,SL,82.9,77.5,21.75,-34.58,-3.07,-1.63,-1,0.17,-6.25,-120.29,-8.03,155.05,234.25,2.03,50,6.59,-4.53,8.4,9.6,24,2595,302,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,8,5,2,Alex Gordon,L,Flyout,field_out,0,0,B,FF,86.1,81.1,18.77,-18.24,3.24,8.58,0.11,0.65,-6.93,-124.97,-10.68,113,220.99,2.46,50,6.4,5.27,12,4.8,24,1878,161,undefined,undefined,3.24,1.54,
1,a,Cloudy,KC,2019-03-28,9,5,2,Alex Gordon,L,Flyout,field_out,1,0,F,FF,91.5,85.4,23.33,-17.23,5.03,8.2,0.26,1.54,-6.55,-132.83,-10.49,107.03,197.26,2.08,50,6.74,9.16,22.8,4.8,24,2240,149,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,10,5,2,Alex Gordon,L,Flyout,field_out,1,1,B,SL,83.2,78.5,19.2,-35.29,-4.55,-2.06,-0.13,1.28,-4.35,-121.06,-5.84,122.1,204.58,2.27,50,6.74,-6.88,12,9.6,24,2644,296,undefined,undefined,3.41,1.56,
1,a,Cloudy,KC,2019-03-28,11,5,2,Alex Gordon,L,Flyout,field_out,2,1,X,FF,91,84.2,25.43,-17.27,3.19,8.33,0.52,2.44,-5.37,-132.24,-7.92,97.28,172.92,2.15,50,6.72,5.71,14.4,4.8,24,2247,161,undefined,undefined,3.36,1.51,
