gameNumber,location,weather,opponent,date,pitchNumber,mlbAtBatIndex,realAtBatIndex,batterName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,strikeZoneTop,strikeZoneBottom,
26,h,Overcast,BAL,2019-04-29,0,49,0,Rio Ruiz,L,Strikeout,strikeout,0,0,C,SI,94.7,87.3,27.9,-27.06,7.59,2.65,-0.94,2.58,-10.05,-137.47,-3.61,152.87,169.27,1.76,50,5.72,14.65,24,6,24,2085,110,0.4,5.91,3.45,1.63,
26,h,Overcast,BAL,2019-04-29,1,49,0,Rio Ruiz,L,Strikeout,strikeout,0,1,C,FC,87,80.5,23.81,-30.42,-0.62,1.07,-1.04,2.3,-6.95,-126.44,-2.57,156.72,176.78,1.81,50,5.75,-1.01,3.6,7.2,24,undefined,236,0.44,5.62,3.54,1.66,
26,h,Overcast,BAL,2019-04-29,2,49,0,Rio Ruiz,L,Strikeout,strikeout,0,2,B,SL,84.5,78.5,23.18,-36.63,-2.27,-2.91,-2.46,1.26,-9.21,-122.68,-3.4,210.76,204.7,1.63,50,5.78,-3.48,7.2,9.6,24,2181,312,0.45,5.84,3.36,1.08,
26,h,Overcast,BAL,2019-04-29,3,49,0,Rio Ruiz,L,Strikeout,strikeout,1,2,*B,FC,87.8,82,22.7,-30.05,-0.32,1.27,-1.73,0.47,-8.66,-127.43,-6.96,183,225.96,1.73,50,5.57,-0.53,3.6,7.2,24,undefined,241,0.43,5.5,3.39,1.59,
26,h,Overcast,BAL,2019-04-29,4,49,0,Rio Ruiz,L,Strikeout,strikeout,2,1,F,SI,95.3,88.1,28.34,-29.4,8.76,1.42,-0.28,1.64,-8.96,-138.56,-5.39,127.65,194.42,1.85,50,5.55,17.18,26.4,7.2,24,2099,97,0.4,6.12,3.5,1.63,
26,h,Overcast,BAL,2019-04-29,5,49,0,Rio Ruiz,L,Strikeout,strikeout,2,2,B,SI,96,88.2,29.23,-25.59,7.7,3.31,-0.02,3.76,-7.69,-139.54,-1.01,117.85,137.19,1.76,50,5.81,15.29,27.6,6,24,2149,115,0.39,5.95,3.46,1.61,
26,h,Overcast,BAL,2019-04-29,6,49,0,Rio Ruiz,L,Strikeout,strikeout,3,2,C,SI,93.4,86.3,26.89,-27.23,8.04,2.63,-0.95,2.42,-10.24,-135.7,-3.97,153.21,173.58,1.81,50,5.77,15.14,25.2,7.2,24,2121,108,0.4,6.23,3.45,1.53,
26,h,Overcast,BAL,2019-04-29,7,55,1,Richie Martin,R,Walk,walk,0,0,B,SI,95.9,88.2,30.29,-29.23,10.9,1.5,-0.44,1.13,-10.1,-139.11,-6.98,133.72,208.33,1.82,50,5.6,21.42,32.4,7.2,24,2082,94,0.4,6.04,3.19,1.43,
26,h,Overcast,BAL,2019-04-29,8,55,1,Richie Martin,R,Walk,walk,1,0,B,SI,94.9,87.2,28.58,-25.95,11.17,3.22,-1.06,2.94,-11.79,-137.77,-2.78,157.54,159.32,1.8,50,5.7,21.62,36,7.2,24,1945,107,0.4,6.14,3.18,1.51,
26,h,Overcast,BAL,2019-04-29,9,55,1,Richie Martin,R,Walk,walk,2,0,C,SI,93.2,85.9,26.98,-26.1,7.87,3.24,-0.58,3,-9.34,-135.4,-2.48,138.96,157.91,1.88,50,5.73,14.74,26.4,6,24,2029,114,0.4,6.14,3.3,1.49,
