gameNumber,location,weather,opponent,date,pitchNumber,mlbAtBatIndex,realAtBatIndex,batterName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,strikeZoneTop,strikeZoneBottom,
1,a,Cloudy,KC,2019-03-28,0,50,0,Billy Hamilton,L,Groundout,field_out,0,0,C,FF,94,86.8,27.74,-12.87,-1.4,10.1,0.61,2.51,5.8,-136.84,-7.81,93.8,170.88,-1.35,50,6.27,-2.68,6,3.6,24,1990,184,undefined,undefined,3.5,1.61,
1,a,Cloudy,KC,2019-03-28,1,50,0,Billy Hamilton,L,Groundout,field_out,0,1,B,FF,93.7,86.4,27.97,-16.71,-3.05,8.12,-0.64,3.55,2.89,-136.64,-4.58,141.47,142.75,-1.31,50,6.39,-5.8,16.8,3.6,24,1904,199,undefined,undefined,3.41,1.59,
1,a,Cloudy,KC,2019-03-28,2,50,0,Billy Hamilton,L,Groundout,field_out,1,1,C,FF,94.4,87.3,27.36,-16.05,-2.98,8.33,0.79,3.24,6.85,-137.47,-5.38,86.69,151.37,-1.33,50,6.29,-5.77,14.4,3.6,24,1934,196,undefined,undefined,3.48,1.78,
1,a,Cloudy,KC,2019-03-28,3,50,0,Billy Hamilton,L,Groundout,field_out,1,2,B,FF,94.2,86.8,28.01,-17.29,-4.35,7.76,1.2,3.52,8.25,-137.08,-4.49,71.43,143.74,-1.28,50,6.35,-8.35,20.4,3.6,24,1937,205,undefined,undefined,3.46,1.76,
1,a,Cloudy,KC,2019-03-28,4,50,0,Billy Hamilton,L,Groundout,field_out,2,2,B,SL,84.2,79.1,20.55,-35.11,2.78,-1.9,1.85,1.49,6.97,-122.54,-4.5,46.35,198.51,-1.37,50,6.3,4.29,8.4,9.6,24,2281,57,undefined,undefined,3.39,1.69,
1,a,Cloudy,KC,2019-03-28,5,50,0,Billy Hamilton,L,Groundout,field_out,3,1,F,FF,95.2,87.9,28.6,-14.73,-4.22,8.9,-0.68,2.11,4.04,-138.55,-8.47,143.09,181.85,-1.61,50,6.17,-8.26,24,3.6,24,1925,205,undefined,undefined,3.42,1.53,
1,a,Cloudy,KC,2019-03-28,6,50,0,Billy Hamilton,L,Groundout,field_out,3,2,X,FF,95,88.2,26.94,-16.41,-2.71,8.02,0.79,2.07,6.63,-138.36,-8.31,86.85,182.83,-1.27,50,6.18,-5.33,13.2,3.6,24,1893,195,undefined,undefined,3.43,1.7,
1,a,Cloudy,KC,2019-03-28,7,51,1,Whit Merrifield,R,Walk,walk,0,0,C,FC,87.9,81.9,23.2,-32.66,3.41,-0.29,0.08,2.88,2.96,-128.15,-2.4,113.8,161.09,-1.52,50,6.35,5.75,10.8,8.4,24,2256,83,undefined,undefined,3.3,1.57,
1,a,Cloudy,KC,2019-03-28,8,51,1,Whit Merrifield,R,Walk,walk,0,1,B,SL,83.5,78.3,20.23,-35.77,1.26,-2.36,1.11,2.07,5.83,-121.71,-2.84,74.8,182.77,-1.47,50,6.3,1.92,4.8,9.6,24,2240,36,undefined,undefined,3.36,1.82,
1,a,Cloudy,KC,2019-03-28,9,51,1,Whit Merrifield,R,Walk,walk,1,1,F,FC,86.9,81.2,22.97,-34.86,3.72,-1.63,0.34,1.51,3.37,-126.61,-5.02,104.06,198.04,-1.49,50,6.27,6.12,10.8,8.4,24,2231,63,undefined,undefined,3.28,1.61,
