gameNumber,location,weather,opponent,date,pitchNumber,mlbAtBatIndex,realAtBatIndex,batterName,battingSide,playResult,playResultType,countBalls,countStrikes,pitchResultCode,pitchType,startSpeed,endSpeed,aY,aZ,pfxX,pfxZ,pX,pZ,vX0,vY0,vZ0,x,y,x0,y0,z0,aX,breakAngle,breakLength,breakY,spinRate,spinDirection,plateTime,extension,strikeZoneTop,strikeZoneBottom,
103,h,Partly Cloudy,MIN,2019-07-28,22,14,4,Max Kepler,L,Strikeout,strikeout,1,1,F,FF,95.9,88.9,27.4,-17.96,-1.63,7.12,0.04,2.84,7.72,-139.48,-5.89,115.5,162.03,-2.54,50,6.14,-3.25,4.8,3.6,24,2137,187,0.39,6.43,3.43,1.65,
103,h,Partly Cloudy,MIN,2019-07-28,23,14,4,Max Kepler,L,Strikeout,strikeout,1,1,F,FF,99.1,92.3,27.34,-15.08,-1.55,7.95,0.4,3.44,8.55,-144.31,-5.24,101.61,145.86,-2.37,50,6.18,-3.34,6,3.6,24,2171,186,0.37,6.87,3.32,1.65,
103,h,Partly Cloudy,MIN,2019-07-28,24,14,4,Max Kepler,L,Strikeout,strikeout,1,2,B,SL,81.9,77,18.08,-41.55,2.74,-6.36,-1.38,3.37,1.98,-119.36,1.65,169.58,147.72,-2.57,50,6.34,4.05,6,10.8,24,2319,25,0.46,6,3.35,1.74,
103,h,Partly Cloudy,MIN,2019-07-28,25,14,4,Max Kepler,L,Strikeout,strikeout,2,2,W,CH,88.6,83.2,20.92,-24.52,-6.43,4.45,-0.33,0.98,8.1,-128.82,-7.88,129.51,212.27,-2.64,50,5.91,-11.06,21.6,6,24,1610,236,0.42,6.68,3.37,1.65,
103,h,Partly Cloudy,MIN,2019-07-28,26,15,5,Jorge Polanco,L,Groundout,field_out,0,0,B,SI,98.8,91.4,29.75,-17.95,-8.01,6.72,-1.53,1.98,6.15,-143.77,-8.2,175.41,185.34,-2.65,50,5.96,-16.95,38.4,4.8,24,2346,230,0.38,6.6,3.4,1.71,
103,h,Partly Cloudy,MIN,2019-07-28,27,15,5,Jorge Polanco,L,Groundout,field_out,1,0,X,CH,88.2,81.4,25.05,-21.62,-7.92,6.28,-0.76,2.02,7.16,-128.4,-5.84,146.02,184.34,-2.54,50,5.99,-13.31,27.6,6,24,1551,231,0.42,7.18,3.4,1.62,
103,h,Partly Cloudy,MIN,2019-07-28,28,16,6,Nelson Cruz,R,Strikeout,strikeout,0,0,S,SI,98.6,90.7,31.7,-17.79,-8.63,6.86,-1.43,2.68,6.25,-143.52,-6.3,171.68,166.27,-2.51,50,6.01,-18.09,40.8,4.8,24,2175,231,0.38,6.66,3.64,1.77,
103,h,Partly Cloudy,MIN,2019-07-28,29,16,6,Nelson Cruz,R,Strikeout,strikeout,0,1,S,SI,99.4,91.7,31.66,-18.09,-8.02,6.62,-0.41,1.44,8.99,-144.49,-9.84,132.82,199.97,-2.51,50,5.98,-17.07,37.2,4.8,24,2212,231,0.37,7.13,3.7,1.83,
103,h,Partly Cloudy,MIN,2019-07-28,30,16,6,Nelson Cruz,R,Strikeout,strikeout,0,2,B,SI,99.7,92,30.47,-20.33,-7.91,5.51,0.08,3.01,10.18,-144.91,-5.17,114.07,157.52,-2.44,50,6.04,-17,34.8,4.8,24,2193,233,0.37,6.65,3.45,1.57,
103,h,Partly Cloudy,MIN,2019-07-28,31,16,6,Nelson Cruz,R,Strikeout,strikeout,1,2,B,SI,100.1,92,32.69,-14.33,-7.6,8.3,0.08,1.73,9.84,-145.41,-9.94,113.9,192.19,-2.35,50,6.05,-16.34,40.8,3.6,24,2200,221,0.37,6.98,3.66,1.85,
103,h,Partly Cloudy,MIN,2019-07-28,32,16,6,Nelson Cruz,R,Strikeout,strikeout,2,2,S,CH,89.5,82.4,26.59,-27.54,-5.87,2.69,-0.55,2.22,6.71,-130.27,-4.33,137.91,178.85,-2.39,50,5.98,-10.11,16.8,7.2,24,1566,245,0.42,6.88,3.62,1.74,
103,h,Partly Cloudy,MIN,2019-07-28,33,20,7,Luis Arraez,L,Groundout,field_out,0,0,B,FF,97.8,90.8,28.45,-20.42,-4.85,5.67,1.21,2.16,11.74,-142.13,-7.49,70.8,180.55,-2.32,50,6.09,-10.05,19.2,4.8,24,2168,216,0.38,7.09,2.95,1.39,
103,h,Partly Cloudy,MIN,2019-07-28,34,20,7,Luis Arraez,L,Groundout,field_out,1,0,C,CH,90.6,83.7,25.64,-21.51,-6.68,6,-0.99,2.44,6.55,-131.88,-5.14,154.72,172.98,-2.63,50,5.98,-11.88,25.2,6,24,1727,227,0.41,6.58,2.99,1.36,
103,h,Partly Cloudy,MIN,2019-07-28,35,20,7,Luis Arraez,L,Groundout,field_out,1,1,C,SL,82.8,77.6,19.36,-38.39,2.99,-4.14,-0.26,3.07,4.21,-120.66,0.41,127.08,156,-2.41,50,6.22,4.49,7.2,10.8,24,2434,40,0.45,6.42,2.97,1.37,
103,h,Partly Cloudy,MIN,2019-07-28,36,20,7,Luis Arraez,L,Groundout,field_out,1,2,X,FF,100.5,93.5,29.18,-15.6,-0.81,7.54,0.92,2.15,9.72,-146.17,-8.83,82.03,180.84,-2.32,50,6.11,-1.79,0,3.6,24,2280,179,0.37,6.97,2.91,1.41,
103,h,Partly Cloudy,MIN,2019-07-28,37,21,8,Miguel Sano,R,Flyout,field_out,0,0,C,FC,92.7,85.7,26.85,-27.52,0.02,2.5,0.32,3.25,7.59,-134.92,-2.47,104.64,150.99,-2.52,50,6.1,0.04,2.4,6,24,2110,160,0.4,6.62,3.44,1.73,
103,h,Partly Cloudy,MIN,2019-07-28,38,21,8,Miguel Sano,R,Flyout,field_out,0,1,B,SI,99.3,91.1,33.21,-19.3,-7.34,6.06,-2.04,3.42,4.14,-144.69,-4.35,194.86,146.55,-2.54,50,6.12,-15.59,36,4.8,24,2357,230,0.38,6.79,3.46,1.73,
103,h,Partly Cloudy,MIN,2019-07-28,39,21,8,Miguel Sano,R,Flyout,field_out,1,1,X,CH,89.8,83.3,24.43,-23.53,-6.66,4.93,-0.66,2.51,7.05,-130.78,-4.44,142.06,170.77,-2.51,50,5.97,-11.68,22.8,6,24,1789,232,0.41,7.26,3.52,1.78,
103,h,Partly Cloudy,MIN,2019-07-28,40,22,9,Marwin Gonzalez,L,Walk,walk,0,0,B,FF,100.2,92.7,30.71,-15.99,-3.53,7.45,0.9,2.59,10.79,-145.71,-7.29,82.55,168.88,-2.37,50,6.07,-7.67,16.8,3.6,24,2400,199,0.37,6.97,3.77,1.84,
103,h,Partly Cloudy,MIN,2019-07-28,41,22,9,Marwin Gonzalez,L,Walk,walk,1,0,B,FF,99.1,91.9,29.37,-16.45,-3.18,7.39,0.19,1.39,8.37,-144.04,-10.24,109.85,201.42,-2.33,50,5.97,-6.77,15.6,3.6,24,2264,200,0.38,6.82,3.7,1.84,
103,h,Partly Cloudy,MIN,2019-07-28,42,22,9,Marwin Gonzalez,L,Walk,walk,2,0,S,CH,90.4,84,24.27,-18.37,-5.07,7.76,-0.57,2.06,7.34,-131.64,-6.51,138.62,183.27,-2.71,50,5.89,-9.03,21.6,4.8,24,1752,210,0.41,7.13,3.71,1.84,
